MAZ,TAZ,COUNTY,county_name,COUNTYFP10,TRACTCE10,PUMA10,DistID,DistName,MAZ_X,MAZ_Y
10127,38,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39326816176514,37.783953723920305
10128,419,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39167632365125,37.783426114334745
10130,188,1,San Francisco,075,025800,07507,3,Mission District,-122.39952407028389,37.71908672318464
10133,143,1,San Francisco,075,032700,07505,4,Sunset District,-122.49353873780186,37.76003385531311
10137,361,1,San Francisco,075,012402,07503,1,Downtown SF,-122.4201278894882,37.78345631149899
10138,564,1,San Francisco,075,017601,07503,1,Downtown SF,-122.41474223939011,37.777488978515464
10140,1,1,San Francisco,075,020200,07504,3,Mission District,-122.42356276601824,37.77063622471597
10141,522,1,San Francisco,075,016400,07501,2,Richmond District,-122.43689316052767,37.77463151509467
10142,522,1,San Francisco,075,016400,07501,2,Richmond District,-122.4372818102055,37.776492365878816
10143,379,1,San Francisco,075,015802,07501,2,Richmond District,-122.4376538418433,37.77836056346922
10144,568,1,San Francisco,075,017601,07503,1,Downtown SF,-122.40630939692265,37.78409291117489
10147,584,1,San Francisco,075,060100,07501,2,Richmond District,-122.45586332235345,37.79905863295582
10150,430,1,San Francisco,075,012800,07502,2,Richmond District,-122.43843189399195,37.79911461371651
10151,365,1,San Francisco,075,012602,07502,2,Richmond District,-122.43710603992699,37.80652493108013
10153,371,1,San Francisco,075,012902,07502,2,Richmond District,-122.43518700112075,37.79976826031039
10157,388,1,San Francisco,075,010900,07502,1,Downtown SF,-122.41940491507152,37.79676714163322
10159,581,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39448725339756,37.79352433165143
10160,426,1,San Francisco,075,012700,07502,2,Richmond District,-122.4441529447031,37.80219991355479
10161,426,1,San Francisco,075,012700,07502,2,Richmond District,-122.44229702969533,37.80148020331163
10162,427,1,San Francisco,075,012700,07502,2,Richmond District,-122.44210558435134,37.80055058175328
10163,431,1,San Francisco,075,012800,07502,2,Richmond District,-122.44192191522306,37.799633977588044
10164,364,1,San Francisco,075,012601,07502,2,Richmond District,-122.44048778131895,37.80329111949972
10165,366,1,San Francisco,075,012602,07502,2,Richmond District,-122.43424858782959,37.80344023118457
10167,430,1,San Francisco,075,012800,07502,2,Richmond District,-122.43664321810321,37.79861505000853
10168,6,1,San Francisco,075,020300,07504,3,Mission District,-122.4312135,37.7635385
10169,11,1,San Francisco,075,020600,07504,3,Mission District,-122.43149076671928,37.75908952909115
10170,6,1,San Francisco,075,020300,07504,3,Mission District,-122.42750604098849,37.76416853129069
10172,1,1,San Francisco,075,020200,07504,3,Mission District,-122.42342470743198,37.76950803074458
10173,3,1,San Francisco,075,020200,07504,3,Mission District,-122.4233645519495,37.76895237970295
10179,420,1,San Francisco,075,020401,07505,3,Mission District,-122.44419588480665,37.75894648343741
10180,420,1,San Francisco,075,020401,07505,3,Mission District,-122.44274329756063,37.75885109136326
10181,446,1,San Francisco,075,020402,07505,3,Mission District,-122.44191440726577,37.7554921983972
10184,52,1,San Francisco,075,021200,07504,3,Mission District,-122.43813764527341,37.75346239143268
10185,592,1,San Francisco,075,017902,07502,1,Downtown SF,-122.36497410912665,37.81060746884927
10186,592,1,San Francisco,075,017902,07502,1,Downtown SF,-122.33061095572432,37.78324114647775
10187,454,1,San Francisco,075,031201,07506,3,Mission District,-122.45463273203464,37.72272405334232
10190,197,1,San Francisco,075,026002,07507,3,Mission District,-122.42541365924404,37.727795697049004
10192,314,1,San Francisco,075,026003,07507,3,Mission District,-122.42862102290934,37.72067285597505
10193,152,1,San Francisco,075,025403,07504,3,Mission District,-122.42281446736045,37.73297160111771
10194,186,1,San Francisco,075,025600,07507,3,Mission District,-122.42160594387428,37.72757917555231
10195,156,1,San Francisco,075,026002,07507,3,Mission District,-122.42316637832747,37.72588075191819
10197,315,1,San Francisco,075,026003,07507,3,Mission District,-122.42926221748465,37.71694107678119
10198,317,1,San Francisco,075,026302,07507,3,Mission District,-122.43127160812658,37.712243353360066
10200,476,1,San Francisco,075,015400,07501,2,Richmond District,-122.45185657413087,37.78305316359586
10201,302,1,San Francisco,075,030500,07505,3,Mission District,-122.4518559504366,37.75748793369028
10202,646,1,San Francisco,075,021600,07504,3,Mission District,-122.44548793396278,37.74632006244303
10203,128,1,San Francisco,075,031000,07506,3,Mission District,-122.46036292626447,37.72816083537319
10204,128,1,San Francisco,075,031000,07506,3,Mission District,-122.46035307465273,37.72632061355448
10206,208,1,San Francisco,075,035300,07505,4,Sunset District,-122.49879130916166,37.742967382600455
10207,210,1,San Francisco,075,035300,07505,4,Sunset District,-122.49936253721026,37.73549373972626
10208,209,1,San Francisco,075,035300,07505,4,Sunset District,-122.49732628485985,37.73742159331224
10209,209,1,San Francisco,075,035300,07505,4,Sunset District,-122.49625676226538,37.73746864555625
10210,545,1,San Francisco,075,047802,07501,2,Richmond District,-122.49391475410805,37.780663559019565
10211,544,1,San Francisco,075,047801,07501,2,Richmond District,-122.4927007233263,37.778795226948546
10212,543,1,San Francisco,075,047801,07501,2,Richmond District,-122.4912202626832,37.77318514462142
10213,333,1,San Francisco,075,047702,07501,2,Richmond District,-122.48706876266677,37.77524714528015
10214,333,1,San Francisco,075,047702,07501,2,Richmond District,-122.48600028439542,37.77529559297572
10215,264,1,San Francisco,075,047702,07501,2,Richmond District,-122.48479478764072,37.7734789349281
10218,351,1,San Francisco,075,010400,07502,1,Downtown SF,-122.4038863197389,37.80253167821408
10219,4,1,San Francisco,075,017902,07502,1,Downtown SF,-122.37437903742065,37.82422522895242
10222,597,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39791394981629,37.788271814684364
10223,504,1,San Francisco,075,032901,07505,4,Sunset District,-122.48700678645358,37.743489434816915
10224,162,1,San Francisco,075,033000,07506,4,Sunset District,-122.48567483776834,37.739806508601795
10225,166,1,San Francisco,075,033000,07506,4,Sunset District,-122.48477005362236,37.73800060947386
10226,494,1,San Francisco,075,032602,07505,4,Sunset District,-122.4804172380224,37.75687185608045
10227,499,1,San Francisco,075,032802,07505,4,Sunset District,-122.47921597722178,37.755056551382424
10228,498,1,San Francisco,075,032802,07505,4,Sunset District,-122.47989704706272,37.74941223780894
10229,495,1,San Francisco,075,032801,07505,4,Sunset District,-122.47882495293727,37.74945976219106
10230,495,1,San Francisco,075,032801,07505,4,Sunset District,-122.47775376214402,37.7495071446482
10231,495,1,San Francisco,075,032801,07505,4,Sunset District,-122.47762404694696,37.7476417377913
10232,281,1,San Francisco,075,030302,07505,4,Sunset District,-122.47494372884204,37.75150221040982
10233,282,1,San Francisco,075,030301,07505,4,Sunset District,-122.4716968686825,37.75633890287325
10234,495,1,San Francisco,075,032801,07505,4,Sunset District,-122.4764449609552,37.74581998035603
10235,281,1,San Francisco,075,030302,07505,4,Sunset District,-122.47135763283006,37.749720648747555
10236,296,1,San Francisco,075,030400,07505,4,Sunset District,-122.47112575762958,37.74791393204914
10241,192,1,San Francisco,075,025900,07507,3,Mission District,-122.40570310689714,37.719958815186445
10242,626,1,San Francisco,075,023300,07507,3,Mission District,-122.39821361256026,37.72713560290504
10247,267,1,San Francisco,075,047902,07501,2,Richmond District,-122.50769750000002,37.7780775
10248,269,1,San Francisco,075,047902,07501,2,Richmond District,-122.50355537688019,37.780219765858845
10249,268,1,San Francisco,075,047901,07501,2,Richmond District,-122.5075245,37.775712
10250,76,1,San Francisco,075,047901,07501,2,Richmond District,-122.50728616928032,37.77245067061216
10251,261,1,San Francisco,075,047902,07501,2,Richmond District,-122.49912953247824,37.778498589692546
10252,265,1,San Francisco,075,047901,07501,2,Richmond District,-122.4987165,37.772842499999996
10253,546,1,San Francisco,075,047802,07501,2,Richmond District,-122.49778454670955,37.77475773725516
10254,172,1,San Francisco,075,035202,07505,4,Sunset District,-122.50900726901055,37.76313689407259
10255,173,1,San Francisco,075,035202,07505,4,Sunset District,-122.50652900000001,37.76133099999999
10256,172,1,San Francisco,075,035202,07505,4,Sunset District,-122.50559116877562,37.76326879115789
10257,172,1,San Francisco,075,035202,07505,4,Sunset District,-122.50344795064889,37.76336344911971
10258,176,1,San Francisco,075,035100,07505,4,Sunset District,-122.50210995052244,37.75965642324848
10259,588,1,San Francisco,075,011700,07503,1,Downtown SF,-122.39703276261862,37.79318669237719
10260,581,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39527834681806,37.79280458812263
10261,581,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39373277666499,37.79157534095615
10262,581,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39285287678683,37.792270806230526
10263,590,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39937873450673,37.787105489008404
10265,27,1,San Francisco,075,061500,07503,1,Downtown SF,-122.39429131588251,37.7862334172071
10266,222,1,San Francisco,075,040200,07501,2,Richmond District,-122.46916931176206,37.78179680747204
10268,37,1,San Francisco,075,017601,07503,1,Downtown SF,-122.40846684222052,37.782402231672265
10269,37,1,San Francisco,075,017601,07503,1,Downtown SF,-122.40820480384075,37.781791857566766
10270,566,1,San Francisco,075,017601,07503,1,Downtown SF,-122.40848536586262,37.77991316977494
10271,417,1,San Francisco,075,017802,07503,1,Downtown SF,-122.40578155795961,37.78040727228935
10272,599,1,San Francisco,075,017802,07503,1,Downtown SF,-122.40834055934164,37.77758078516704
10273,599,1,San Francisco,075,017802,07503,1,Downtown SF,-122.40944458086169,37.77671227990623
10274,598,1,San Francisco,075,017700,07503,3,Mission District,-122.4166308053636,37.76767121862773
10275,598,1,San Francisco,075,017700,07503,3,Mission District,-122.41443309734386,37.767804743345
10276,598,1,San Francisco,075,017700,07503,3,Mission District,-122.41576950239092,37.764475103285164
10277,598,1,San Francisco,075,017700,07503,3,Mission District,-122.4141621009433,37.76459066157904
10278,21,1,San Francisco,075,020800,07503,3,Mission District,-122.4187385,37.76106849999999
10279,18,1,San Francisco,075,020800,07503,3,Mission District,-122.41843279034326,37.75786661359593
10280,89,1,San Francisco,075,022801,07503,3,Mission District,-122.41530997017715,37.7596642562515
10281,89,1,San Francisco,075,022801,07503,3,Mission District,-122.41515905972933,37.75806448640711
10282,86,1,San Francisco,075,022801,07503,3,Mission District,-122.41352691434177,37.761283796683124
10283,572,1,San Francisco,075,018000,07503,1,Downtown SF,-122.4102064814438,37.7712001010957
10284,146,1,San Francisco,075,025200,07504,3,Mission District,-122.41462148180928,37.745895654870985
10287,118,1,San Francisco,075,025200,07504,3,Mission District,-122.41491264981089,37.73963739113579
10288,313,1,San Francisco,075,025401,07504,3,Mission District,-122.4172924694222,37.73771012985511
10289,313,1,San Francisco,075,025401,07504,3,Mission District,-122.41784015997018,37.73672605909449
10290,449,1,San Francisco,075,025701,07507,3,Mission District,-122.4178294212731,37.729622475595946
10292,114,1,San Francisco,075,025402,07504,3,Mission District,-122.41508247053787,37.736570539851925
10295,125,1,San Francisco,075,025100,07504,3,Mission District,-122.40994546422995,37.74232786651363
10300,125,1,San Francisco,075,025100,07504,3,Mission District,-122.40879302208738,37.74230295943455
10302,349,1,San Francisco,075,010300,07502,1,Downtown SF,-122.41705525919366,37.80183888933668
10308,325,1,San Francisco,075,010100,07502,1,Downtown SF,-122.41122482661572,37.80639373047149
10309,352,1,San Francisco,075,010400,07502,1,Downtown SF,-122.41230738039263,37.80339638618922
10310,82,1,San Francisco,075,021800,07506,3,Mission District,-122.42678168569425,37.7383281904839
10312,1,1,San Francisco,075,020200,07504,3,Mission District,-122.42290437651695,37.77111098892782
10313,60,1,San Francisco,075,021500,07504,3,Mission District,-122.42560431574442,37.744164995209935
10315,150,1,San Francisco,075,025300,07504,3,Mission District,-122.42009441147613,37.742255526007284
10316,148,1,San Francisco,075,025300,07504,3,Mission District,-122.41947001615314,37.74318009919098
10317,150,1,San Francisco,075,025300,07504,3,Mission District,-122.4198816427246,37.740614482412326
10321,203,1,San Francisco,075,035201,07505,4,Sunset District,-122.50720528459384,37.755691092948176
10322,213,1,San Francisco,075,035400,07505,4,Sunset District,-122.50803489603369,37.742206765039114
10323,213,1,San Francisco,075,035400,07505,4,Sunset District,-122.5054862620504,37.74641214422716
10324,204,1,San Francisco,075,035201,07505,4,Sunset District,-122.50279197021514,37.7540110561684
10325,214,1,San Francisco,075,035400,07505,4,Sunset District,-122.50321128471742,37.74464409346019
10326,179,1,San Francisco,075,035100,07505,4,Sunset District,-122.49970390252504,37.756015358300665
10327,180,1,San Francisco,075,035100,07505,4,Sunset District,-122.49730264022605,37.75238521249909
10328,180,1,San Francisco,075,035100,07505,4,Sunset District,-122.5003854528162,37.75037926218506
10329,207,1,San Francisco,075,035300,07505,4,Sunset District,-122.49905373786642,37.74669535540856
10330,207,1,San Francisco,075,035300,07505,4,Sunset District,-122.49798245303285,37.7467427621982
10331,537,1,San Francisco,075,035400,07505,4,Sunset District,-122.50415080905995,37.74272788309502
10333,206,1,San Francisco,075,035300,07505,4,Sunset District,-122.500934093599,37.74287147528662
10334,216,1,San Francisco,075,040100,07501,2,Richmond District,-122.46381970889743,37.782043120165575
10335,252,1,San Francisco,075,045200,07501,2,Richmond District,-122.46568013456339,37.77808821674192
10336,501,1,San Francisco,075,032901,07505,4,Sunset District,-122.48739454710807,37.749081237818295
10337,502,1,San Francisco,075,032901,07505,4,Sunset District,-122.48726445291707,37.74721626218058
10338,208,1,San Francisco,075,035300,07505,4,Sunset District,-122.49534479862594,37.74311988265521
10340,504,1,San Francisco,075,032901,07505,4,Sunset District,-122.49129578669123,37.74330043157819
10341,211,1,San Francisco,075,035300,07505,4,Sunset District,-122.49466596662727,37.735493385430686
10344,282,1,San Francisco,075,030301,07505,4,Sunset District,-122.46994491200996,37.75365702337635
10347,297,1,San Francisco,075,030400,07505,4,Sunset District,-122.4630583174073,37.747459246248745
10349,101,1,San Francisco,075,030800,07506,4,Sunset District,-122.46947852621767,37.74068032289979
10350,642,1,San Francisco,075,030400,07505,4,Sunset District,-122.46528032947543,37.74468677373762
10351,642,1,San Francisco,075,030400,07505,4,Sunset District,-122.46500198933511,37.74399630225027
10352,641,1,San Francisco,075,030800,07506,4,Sunset District,-122.46545741779258,37.74207429903134
10353,67,1,San Francisco,075,021700,07506,3,Mission District,-122.44339795101547,37.74179496924307
10355,65,1,San Francisco,075,021600,07504,3,Mission District,-122.43256521727241,37.746948581846965
10358,69,1,San Francisco,075,021800,07506,3,Mission District,-122.43471394889087,37.73481158988791
10359,441,1,San Francisco,075,013300,07501,2,Richmond District,-122.45753172196872,37.78932262616811
10368,345,1,San Francisco,075,010200,07502,1,Downtown SF,-122.4192299793379,37.804425131690415
10369,325,1,San Francisco,075,010100,07502,1,Downtown SF,-122.41615987251336,37.80577808117267
10370,325,1,San Francisco,075,010100,07502,1,Downtown SF,-122.41305765506223,37.807121565205456
10372,342,1,San Francisco,075,010200,07502,1,Downtown SF,-122.41851074870013,37.80070018604264
10373,387,1,San Francisco,075,010900,07502,1,Downtown SF,-122.4183144670885,37.799770590541534
10375,386,1,San Francisco,075,010800,07502,1,Downtown SF,-122.41301367655774,37.79852721042466
10376,347,1,San Francisco,075,010300,07502,1,Downtown SF,-122.41320142838087,37.799460080935425
10377,325,1,San Francisco,075,010100,07502,1,Downtown SF,-122.40978744203936,37.80753846007432
10378,350,1,San Francisco,075,010400,07502,1,Downtown SF,-122.41066376472878,37.80360075680057
10380,286,1,San Francisco,075,060100,07501,2,Richmond District,-122.47947593625476,37.79495890018348
10384,489,1,San Francisco,075,032601,07505,4,Sunset District,-122.48415826089096,37.76422013128812
10385,277,1,San Francisco,075,030202,07505,4,Sunset District,-122.4658449248279,37.76502697435986
10386,331,1,San Francisco,075,030202,07505,4,Sunset District,-122.46665296413042,37.76123988523072
10388,271,1,San Francisco,075,030102,07505,3,Mission District,-122.4612417753456,37.75805778095187
10390,446,1,San Francisco,075,020402,07505,3,Mission District,-122.44085871820116,37.75731759400073
10392,555,1,San Francisco,075,016700,07504,2,Richmond District,-122.43587153236314,37.76975386668255
10394,7,1,San Francisco,075,020300,07504,3,Mission District,-122.43172177712846,37.7648267150971
10395,604,1,San Francisco,075,017700,07503,3,Mission District,-122.40989025812713,37.769766686718924
10398,570,1,San Francisco,075,020200,07504,3,Mission District,-122.42530310758448,37.76552801725412
10399,1,1,San Francisco,075,020200,07504,3,Mission District,-122.42526408947454,37.77007597647987
10400,489,1,San Francisco,075,032601,07505,4,Sunset District,-122.47987009877863,37.76440348265043
10401,238,1,San Francisco,075,030201,07505,4,Sunset District,-122.47558774671212,37.76459746550683
10402,165,1,San Francisco,075,033000,07506,4,Sunset District,-122.48138819057347,37.739994618243365
10403,299,1,San Francisco,075,030400,07505,4,Sunset District,-122.47523944122042,37.744005963714415
10405,534,1,San Francisco,075,033204,07506,4,Sunset District,-122.47612828112123,37.717639344261826
10411,72,1,San Francisco,075,026303,07507,3,Mission District,-122.4434983487592,37.70862149178686
10413,221,1,San Francisco,075,040200,07501,2,Richmond District,-122.46823440380804,37.78371085620161
10414,223,1,San Francisco,075,040200,07501,2,Richmond District,-122.46609080713212,37.783827282320686
10416,60,1,San Francisco,075,021500,07504,3,Mission District,-122.42575588439237,37.74576569699827
10417,60,1,San Francisco,075,021500,07504,3,Mission District,-122.42568326088082,37.74496424268322
10418,61,1,San Francisco,075,021500,07504,3,Mission District,-122.42545454807887,37.74256432069216
10419,83,1,San Francisco,075,021800,07506,3,Mission District,-122.4262140972093,37.74093453704944
10420,83,1,San Francisco,075,021800,07506,3,Mission District,-122.42475477960075,37.74114888702866
10421,150,1,San Francisco,075,025300,07504,3,Mission District,-122.4205374411146,37.74157367192184
10424,152,1,San Francisco,075,025403,07504,3,Mission District,-122.42322587180198,37.73453929918019
10425,153,1,San Francisco,075,025401,07504,3,Mission District,-122.42144950049081,37.739041423091564
10427,105,1,San Francisco,075,030900,07506,4,Sunset District,-122.46687542669653,37.724466281895715
10428,105,1,San Francisco,075,030900,07506,4,Sunset District,-122.46774704484395,37.72256608540028
10429,459,1,San Francisco,075,031301,07506,4,Sunset District,-122.46941350319875,37.72065135234609
10430,105,1,San Francisco,075,030900,07506,4,Sunset District,-122.46622118107946,37.722480816715056
10431,105,1,San Francisco,075,030900,07506,4,Sunset District,-122.46355823352552,37.72443372336636
10432,239,1,San Francisco,075,026401,07507,3,Mission District,-122.41039963904518,37.713746843740836
10433,237,1,San Francisco,075,026403,07507,3,Mission District,-122.40562882867016,37.713903455751954
10434,451,1,San Francisco,075,025702,07507,3,Mission District,-122.4026748686568,37.727223497431375
10435,189,1,San Francisco,075,025800,07507,3,Mission District,-122.40483254342041,37.723995791314806
10436,197,1,San Francisco,075,026002,07507,3,Mission District,-122.4267083985898,37.72611352544438
10437,195,1,San Francisco,075,026001,07507,3,Mission District,-122.42787559182881,37.72455585221097
10438,156,1,San Francisco,075,026002,07507,3,Mission District,-122.42431756640836,37.72698352893417
10440,186,1,San Francisco,075,025600,07507,3,Mission District,-122.42012669592968,37.726640412510726
10441,314,1,San Francisco,075,026003,07507,3,Mission District,-122.42562509281862,37.721324779520444
10443,315,1,San Francisco,075,026003,07507,3,Mission District,-122.4279784484946,37.716500673924834
10444,317,1,San Francisco,075,026302,07507,3,Mission District,-122.43094398922068,37.711331854459466
10445,323,1,San Francisco,075,060502,07507,3,Mission District,-122.4207503258949,37.710232467472686
10446,323,1,San Francisco,075,060502,07507,3,Mission District,-122.4214116027503,37.70886715886159
10447,360,1,San Francisco,075,012402,07503,1,Downtown SF,-122.41787545230852,37.780853775245475
10450,302,1,San Francisco,075,030500,07505,3,Mission District,-122.45178713303069,37.752383208321206
10452,318,1,San Francisco,075,026303,07507,3,Mission District,-122.44692553034692,37.70876522148327
10454,340,1,San Francisco,075,012401,07503,1,Downtown SF,-122.41515667410542,37.7840866266762
10455,562,1,San Francisco,075,020100,07504,3,Mission District,-122.41957162969881,37.77307934032769
10456,31,1,San Francisco,075,012301,07503,1,Downtown SF,-122.41205487322348,37.78543156918135
10457,599,1,San Francisco,075,017802,07503,1,Downtown SF,-122.4102785844496,37.77604322714013
10458,418,1,San Francisco,075,017802,07503,1,Downtown SF,-122.41294242765626,37.77148464284362
10460,595,1,San Francisco,075,011700,07503,1,Downtown SF,-122.40471768550601,37.790196088196225
10462,24,1,San Francisco,075,020900,07503,3,Mission District,-122.41899883605969,37.75220451776003
10463,98,1,San Francisco,075,023001,07507,3,Mission District,-122.40098783938696,37.73645507023611
10464,623,1,San Francisco,075,023102,07507,3,Mission District,-122.3837720821583,37.73406484750244
10466,260,1,San Francisco,075,047702,07501,2,Richmond District,-122.48158126261569,37.773625144759606
10467,540,1,San Francisco,075,042602,07501,2,Richmond District,-122.47570099185228,37.78150140217048
10468,256,1,San Francisco,075,047600,07501,2,Richmond District,-122.47446640942998,37.77962120191328
10469,257,1,San Francisco,075,047600,07501,2,Richmond District,-122.47649418562186,37.7775986596193
10470,257,1,San Francisco,075,047600,07501,2,Richmond District,-122.47542228336748,37.77764784457384
10472,258,1,San Francisco,075,047600,07501,2,Richmond District,-122.47635847467843,37.77573571280837
10473,258,1,San Francisco,075,047600,07501,2,Richmond District,-122.47276782480077,37.77590008598039
10474,259,1,San Francisco,075,047600,07501,2,Richmond District,-122.47405704927681,37.773969737722396
10476,576,1,San Francisco,075,980300,07501,2,Richmond District,-122.49183560023828,37.76866684000016
10477,493,1,San Francisco,075,032602,07505,4,Sunset District,-122.48161923780685,37.758686855758185
10482,43,1,San Francisco,075,061200,07507,3,Mission District,-122.38942080804448,37.73455814689138
10483,579,1,San Francisco,075,025701,07507,3,Mission District,-122.40754204076205,37.73635856749776
10484,371,1,San Francisco,075,012902,07502,2,Richmond District,-122.43363844590067,37.8004319940517
10486,371,1,San Francisco,075,012902,07502,2,Richmond District,-122.43335567627278,37.79903356460726
