,county,grouping,universe,share,dataset
91,San Mateo,"Total: Car, truck, or van: Carpooled: In 4-or-more-person carpool",5504,0.7816860502273053,2023 ACS 1 Year
92,San Mateo,Total: Public transportation (excluding taxicab):,20563,2.920387036850305,2023 ACS 1 Year
93,San Mateo,Total: Public transportation (excluding taxicab): Bus,10333,1.4675076230012256,2023 ACS 1 Year
94,San Mateo,Total: Public transportation (excluding taxicab): Subway or elevated rail,5553,0.7886451011831808,2023 ACS 1 Year
95,San Mateo,Total: Public transportation (excluding taxicab): Long-distance train or commuter rail,4131,0.5866906020147162,2023 ACS 1 Year
96,San Mateo,"Total: Public transportation (excluding taxicab): Light rail, streetcar or trolley (carro público in Puerto Rico)",502,0.07129476693570264,2023 ACS 1 Year
97,San Mateo,Total: Public transportation (excluding taxicab): Ferryboat,44,0.006248943715479911,2023 ACS 1 Year
98,San Mateo,Total: Bicycle,4372,0.6209177710017767,2023 ACS 1 Year
99,San Mateo,Total: Walked,9126,1.2960877351697653,2023 ACS 1 Year
100,San Mateo,"Total: Taxicab, motorcycle, or other means",7026,0.9978426942036785,2023 ACS 1 Year
101,San Mateo,Total: Worked from home,69928,9.931275821274529,2023 ACS 1 Year
103,Santa Clara,"Total: Car, truck, or van:",746589,40.16986086151793,2023 ACS 1 Year
104,Santa Clara,"Total: Car, truck, or van: Drove alone",644885,34.697726221093525,2023 ACS 1 Year
105,Santa Clara,"Total: Car, truck, or van: Carpooled:",101704,5.47213464042441,2023 ACS 1 Year
106,Santa Clara,"Total: Car, truck, or van: Carpooled: In 2-person carpool",73452,3.9520494140688056,2023 ACS 1 Year
107,Santa Clara,"Total: Car, truck, or van: Carpooled: In 3-person carpool",15815,0.8509184431124837,2023 ACS 1 Year
108,Santa Clara,"Total: Car, truck, or van: Carpooled: In 4-or-more-person carpool",12437,0.6691667832431211,2023 ACS 1 Year
109,Santa Clara,Total: Public transportation (excluding taxicab):,28329,1.5242281741975057,2023 ACS 1 Year
110,Santa Clara,Total: Public transportation (excluding taxicab): Bus,16852,0.9067137276845765,2023 ACS 1 Year
111,Santa Clara,Total: Public transportation (excluding taxicab): Subway or elevated rail,2364,0.12719387919809746,2023 ACS 1 Year
112,Santa Clara,Total: Public transportation (excluding taxicab): Long-distance train or commuter rail,5682,0.3057172680218231,2023 ACS 1 Year
113,Santa Clara,"Total: Public transportation (excluding taxicab): Light rail, streetcar or trolley (carro público in Puerto Rico)",3262,0.1755103358477978,2023 ACS 1 Year
114,Santa Clara,Total: Public transportation (excluding taxicab): Ferryboat,169,0.00909296344521086,2023 ACS 1 Year
115,Santa Clara,Total: Bicycle,15477,0.832732516222062,2023 ACS 1 Year
116,Santa Clara,Total: Walked,20095,1.081201777701256,2023 ACS 1 Year
117,Santa Clara,"Total: Taxicab, motorcycle, or other means",10782,0.5801203069009674,2023 ACS 1 Year
118,Santa Clara,Total: Worked from home,160686,8.645632687320427,2023 ACS 1 Year
120,Solano,"Total: Car, truck, or van:",174760,43.04147261142732,2023 ACS 1 Year
121,Solano,"Total: Car, truck, or van: Drove alone",154819,38.130222866952195,2023 ACS 1 Year
122,Solano,"Total: Car, truck, or van: Carpooled:",19941,4.911249744475121,2023 ACS 1 Year
123,Solano,"Total: Car, truck, or van: Carpooled: In 2-person carpool",15972,3.9337285451460127,2023 ACS 1 Year
124,Solano,"Total: Car, truck, or van: Carpooled: In 3-person carpool",2394,0.5896159615000973,2023 ACS 1 Year
125,Solano,"Total: Car, truck, or van: Carpooled: In 4-or-more-person carpool",1575,0.3879052378290114,2023 ACS 1 Year
126,Solano,Total: Public transportation (excluding taxicab):,3991,0.9829395582067203,2023 ACS 1 Year
127,Solano,Total: Public transportation (excluding taxicab): Bus,1144,0.28175466163580254,2023 ACS 1 Year
128,Solano,Total: Public transportation (excluding taxicab): Subway or elevated rail,244,0.06009452573351033,2023 ACS 1 Year
129,Solano,Total: Public transportation (excluding taxicab): Long-distance train or commuter rail,1055,0.25983493708546473,2023 ACS 1 Year
130,Solano,"Total: Public transportation (excluding taxicab): Light rail, streetcar or trolley (carro público in Puerto Rico)",0,0.0,2023 ACS 1 Year
131,Solano,Total: Public transportation (excluding taxicab): Ferryboat,1548,0.3812554337519426,2023 ACS 1 Year
132,Solano,Total: Bicycle,267,0.06575917365101336,2023 ACS 1 Year
133,Solano,Total: Walked,2780,0.6846835308981915,2023 ACS 1 Year
134,Solano,"Total: Taxicab, motorcycle, or other means",2490,0.6132597093296751,2023 ACS 1 Year
135,Solano,Total: Worked from home,23047,5.676223502377921,2023 ACS 1 Year
137,Sonoma,"Total: Car, truck, or van:",195481,41.82234792729264,2023 ACS 1 Year
138,Sonoma,"Total: Car, truck, or van: Drove alone",170305,36.43604730770547,2023 ACS 1 Year
139,Sonoma,"Total: Car, truck, or van: Carpooled:",25176,5.386300619587169,2023 ACS 1 Year
140,Sonoma,"Total: Car, truck, or van: Carpooled: In 2-person carpool",15555,3.3279276349570397,2023 ACS 1 Year
141,Sonoma,"Total: Car, truck, or van: Carpooled: In 3-person carpool",7315,1.5650138636908224,2023 ACS 1 Year
142,Sonoma,"Total: Car, truck, or van: Carpooled: In 4-or-more-person carpool",2306,0.49335912093930784,2023 ACS 1 Year
143,Sonoma,Total: Public transportation (excluding taxicab):,1842,0.39408824838256934,2023 ACS 1 Year
144,Sonoma,Total: Public transportation (excluding taxicab): Bus,1041,0.22271762571457912,2023 ACS 1 Year
145,Sonoma,Total: Public transportation (excluding taxicab): Subway or elevated rail,0,0.0,2023 ACS 1 Year
146,Sonoma,Total: Public transportation (excluding taxicab): Long-distance train or commuter rail,539,0.11531681100879745,2023 ACS 1 Year
147,Sonoma,"Total: Public transportation (excluding taxicab): Light rail, streetcar or trolley (carro público in Puerto Rico)",242,0.05177489473864376,2023 ACS 1 Year
148,Sonoma,Total: Public transportation (excluding taxicab): Ferryboat,20,0.00427891692054907,2023 ACS 1 Year
149,Sonoma,Total: Bicycle,1638,0.35044329579296885,2023 ACS 1 Year
150,Sonoma,Total: Walked,6378,1.3645466059630986,2023 ACS 1 Year
151,Sonoma,"Total: Taxicab, motorcycle, or other means",2673,0.5718772464313833,2023 ACS 1 Year
152,Sonoma,Total: Worked from home,36897,7.893959880874952,2023 ACS 1 Year
154,Bay Area,"Total: Car, truck, or van:",2611762,36.782168317696204,2023 ACS 1 Year
155,Bay Area,"Total: Car, truck, or van: Drove alone",2243043,31.589396418904265,2023 ACS 1 Year
156,Bay Area,"Total: Car, truck, or van: Carpooled:",368719,5.1927718987919365,2023 ACS 1 Year
157,Bay Area,"Total: Car, truck, or van: Carpooled: In 2-person carpool",266833,3.757883114432261,2023 ACS 1 Year
158,Bay Area,"Total: Car, truck, or van: Carpooled: In 3-person carpool",63225,0.8904152031794406,2023 ACS 1 Year
159,Bay Area,"Total: Car, truck, or van: Carpooled: In 4-or-more-person carpool",38661,0.5444735811802349,2023 ACS 1 Year
160,Bay Area,Total: Public transportation (excluding taxicab):,271792,3.8277220862403567,2023 ACS 1 Year
161,Bay Area,Total: Public transportation (excluding taxicab): Bus,129496,1.8237280688165258,2023 ACS 1 Year
162,Bay Area,Total: Public transportation (excluding taxicab): Subway or elevated rail,87057,1.2260478662426662,2023 ACS 1 Year
163,Bay Area,Total: Public transportation (excluding taxicab): Long-distance train or commuter rail,32555,0.45848109038365664,2023 ACS 1 Year
164,Bay Area,"Total: Public transportation (excluding taxicab): Light rail, streetcar or trolley (carro público in Puerto Rico)",13621,0.19182831921719512,2023 ACS 1 Year
165,Bay Area,Total: Public transportation (excluding taxicab): Ferryboat,9063,0.1276367415803127,2023 ACS 1 Year
166,Bay Area,Total: Bicycle,57044,0.8033664665902415,2023 ACS 1 Year
167,Bay Area,Total: Walked,132069,1.859964341142041,2023 ACS 1 Year
168,Bay Area,"Total: Taxicab, motorcycle, or other means",64492,0.9082587154361169,2023 ACS 1 Year
169,Bay Area,Total: Worked from home,711188,10.01585777016655,2023 ACS 1 Year
